,age19Down,age19To25,age26To35,age36To45,age46To55,age55Up,appName,femalePer,malePer,perferMom,preferCar,preferCommu,preferEdu,preferEnt,preferEs,preferFina,preferFit,preferInside,preferLife,preferMakeUp,preferMedia,preferNews,preferPhone,preferRead,preferShopping,preferSocial,preferTravel,preferWork,category,similarApp
1812,0.0377358,0.22955970000000003,0.5566038000000001,0.163522,0.0125786,0.0,守望先锋掌游宝,0.34586469999999997,0.6541353,0.0033437,0.0183903,0.07714349999999999,0.05899209999999999,0.0322427,0.0090757,0.0704562,0.0394077,0.019584400000000002,0.076427,0.0023883000000000003,0.0769047,0.07069500000000001,0.07786,0.0723668,0.07475520000000001,0.07475520000000001,0.0726057,0.0726057,手机游戏--游戏助手,"网易游戏,烧饼加速器,王者荣耀掌游宝,随身风暴英雄,找乐助手,GBA模拟器 My Boy!,腾讯充值,战网手机令牌,奇迹暖暖掌游宝,烧饼修改器"
1813,0.0194805,0.2532468,0.5779221,0.1038961,0.0454545,0.0,疯狂喷气机,0.4487179,0.5512821,0.0089037,0.0139121,0.0862549,0.055648300000000005,0.0205899,0.0072343,0.05676130000000001,0.026154700000000003,0.015025,0.0895938,0.0033389,0.0951586,0.0712298,0.0951586,0.07512519999999999,0.0662215,0.07178630000000001,0.0728993,0.06900389999999999,手机游戏--飞行游戏,"雷霆战机,神武2,炮艇战3d直升机,超决战！奥特曼银河传说,模拟极限飞行,青丘狐传说,雷射战机2015,炮艇战-3D直升机(正版),雷霆X战机2,驯龙战机3D"
1814,0.0294954,0.2510661,0.4962687,0.17643920000000002,0.043354699999999996,0.0033759999999999997,绿色守护,0.2915215,0.7084785,0.0079405,0.020978999999999998,0.08284839999999999,0.0497384,0.0237949,0.0118241,0.06712749999999999,0.041010500000000005,0.0258368,0.0827283,0.004257199999999999,0.0830353,0.06164259999999999,0.0851706,0.06622,0.0692495,0.07089089999999999,0.07043719999999999,0.07526820000000001,移动工具--实用工具,"来电通,流量助手,360锁屏,TV SideView,手机管家,畅WiFi,猎豹锁屏大师,百度一键root,Wifi 分析仪,16WiFi"
1815,0.034006699999999994,0.23652420000000002,0.5075627,0.17297739999999998,0.0444625,0.0044666,GBA模拟器 My Boy!,0.3985196,0.6014804,0.0074036,0.0130211,0.0892545,0.06034540000000001,0.019487,0.0052245,0.060202599999999995,0.0250777,0.0149502,0.0870128,0.004143899999999999,0.09119239999999999,0.06662380000000001,0.093443,0.0747508,0.0680617,0.07625119999999999,0.0698925,0.0736613,手机游戏--游戏助手,"烧饼加速器,王者荣耀掌游宝,随身风暴英雄,找乐助手,守望先锋掌游宝,腾讯充值,战网手机令牌,奇迹暖暖掌游宝,烧饼修改器,我的世界合成表"
1816,0.03716219999999999,0.2331081,0.48310810000000004,0.16891889999999998,0.0664414,0.0112613,电视猫,0.2848665,0.7151335,0.010515799999999999,0.015189500000000002,0.0597563,0.05491569999999999,0.0390586,0.0076782,0.032048099999999996,0.027875099999999996,0.09046900000000001,0.046236,0.0023368000000000004,0.1625772,0.058421,0.1821065,0.037222500000000006,0.054581899999999996,0.0403939,0.0370556,0.0415623,移动视频--电视视频,"魔力视频,BesTV,华数TV,优酷电视助手,iTVB,手机电视直播,壹深圳,CNTV奥运直播,电视直播,电视粉"
1817,0.0306817,0.22013939999999999,0.5436193,0.1695105,0.0343667,0.0016823,金山手机助手,0.37159570000000003,0.6284043,0.0124058,0.025916700000000004,0.0817746,0.0477514,0.0217516,0.0114476,0.0714194,0.0390379,0.0214258,0.08089310000000001,0.0038968,0.0808739,0.0708765,0.0818704,0.0635493,0.0711895,0.0639645,0.0763383,0.073617,应用分发--应用商店,"酷市场-CoolMarket,手机乐园,同步推,拇指玩,淘宝手机助手,应用超市,N多市场,应用酷,机锋市场,最美应用"
1818,0.0514019,0.2429907,0.5280374,0.1588785,0.0186916,0.0,体育疯,0.1578947,0.8421053,0.0100054,0.035912099999999995,0.07843489999999999,0.0459175,0.0271574,0.0126854,0.0687869,0.0323388,0.0239414,0.07682689999999999,0.0023226999999999996,0.07932819999999999,0.0786135,0.0789709,0.0630695,0.0723602,0.06842949999999999,0.0746829,0.07021619999999999,移动视频--垂直直播视频,"A8体育直播NBA足球,球探体育比分,火猫TV,章鱼TV,风云直播,天天直播,lol视频德玛西亚,么么哒,不服,悟空TV"
1819,0.023460400000000003,0.2258065,0.5278592,0.16129029999999997,0.0498534,0.011730200000000001,奇幻射击,0.375,0.625,0.0109181,0.0143921,0.0895782,0.0560794,0.0235732,0.0054591,0.058312699999999995,0.026799,0.0158809,0.0878412,0.0037220999999999995,0.09305210000000001,0.0655087,0.0950372,0.06799010000000001,0.06625310000000001,0.0741935,0.0702233,0.0751861,手机游戏--射击游戏,"全民枪神(春节版),异形大战铁血战士-进化(完美版),使命召唤-突击队,全民枪王,3D坦克争霸,火线指令之诺曼底,杀手2-影子阴谋,熊出没之森林保卫战,生化危机4,杀手之狙击之神"
1820,0.027173900000000004,0.2554348,0.5326086999999999,0.1521739,0.0326087,0.0,刷刷手环,0.45238100000000003,0.547619,0.0177858,0.025771299999999997,0.06969149999999999,0.046461,0.0268603,0.0232305,0.0660617,0.06823960000000001,0.061706,0.0711434,0.0065336,0.0693285,0.0584392,0.06969149999999999,0.059528099999999994,0.06823960000000001,0.061706,0.06678769999999999,0.0627949,智能硬件--智能穿戴,"电话手表,华为穿戴,360儿童卫士,Fitbit,邦邦熊,玩咖运动"
1821,0.0331126,0.25,0.5165563,0.16390729999999998,0.0347682,0.0016555999999999997,魔力盒,0.4748428,0.5251571999999999,0.0102405,0.024393099999999997,0.0704177,0.0617881,0.03981130000000001,0.018524900000000004,0.0667357,0.050627099999999994,0.0211713,0.0720285,0.016799,0.07133819999999999,0.0640893,0.0701876,0.06719589999999999,0.0693821,0.0689219,0.06800139999999999,0.06834660000000001,移动视频--短视频,"秒拍,快视频,开眼,爱奇艺啪啪奇,快更,V电影,小咖秀,梨视频,微录客,头牌"
1822,0.024096400000000004,0.2409639,0.5301205,0.1566265,0.024096400000000004,0.024096400000000004,畅WiFi,0.3235294,0.6764706,0.013440899999999999,0.0286738,0.0815412,0.0564516,0.027777800000000002,0.011648700000000001,0.061827999999999994,0.0349462,0.013440899999999999,0.0824373,0.0035842,0.0860215,0.0716846,0.0842294,0.0663082,0.0752688,0.06541219999999999,0.0672043,0.06810039999999999,移动工具--实用工具,"流量助手,360锁屏,TV SideView,手机管家,绿色守护,猎豹锁屏大师,百度一键root,Wifi 分析仪,16WiFi,WiFi畅游"
1823,0.0203252,0.22764229999999996,0.5731706999999999,0.15447149999999998,0.0243902,0.0,139出行,0.4242424,0.5757576,0.008821700000000002,0.0289855,0.07844989999999999,0.0450536,0.0513548,0.013862600000000001,0.0689981,0.028670400000000002,0.0154379,0.07687460000000002,0.0034656999999999995,0.07844989999999999,0.0715186,0.0771897,0.0626969,0.0712035,0.0680529,0.07908,0.0718336,旅游服务--公共交通,"图吧彩虹公交,宁波无线公交,福建掌上移动,爱帮公交,巴适公交,常州掌上公交,上海地铁,广州地铁,巴士壹佰,郑州公交查询"
1824,0.027777800000000002,0.212963,0.6388889,0.1111111,0.009259299999999998,0.0,搜狐购房助手,0.326087,0.673913,0.017262599999999996,0.0369914,0.06781749999999999,0.0524044,0.026510500000000003,0.0573366,0.0659679,0.04685569999999999,0.028976599999999995,0.0690506,0.011097399999999999,0.06843400000000001,0.0616523,0.06781749999999999,0.0616523,0.0665845,0.06103580000000001,0.06781749999999999,0.0647349,房产服务--买房/租房,"好屋合伙人,Q房网,平安好房,上海链家,安居客好租,看房,蘑菇租房,安居客新房,爱屋吉屋,赶集懒人找房"
1825,0.0183486,0.2171254,0.5504587,0.1743119,0.0366972,0.0030581,壹深圳,0.33774829999999995,0.6622517,0.013998599999999998,0.0358998,0.0742831,0.0469632,0.0264168,0.020998,0.0704448,0.044028,0.030480900000000002,0.07541210000000001,0.0056446000000000005,0.07541210000000001,0.0686385,0.07541210000000001,0.0591556,0.0699932,0.0668322,0.07450889999999999,0.0654775,移动视频--电视视频,"魔力视频,BesTV,华数TV,优酷电视助手,iTVB,手机电视直播,电视猫,CNTV奥运直播,电视直播,电视粉"
1826,0.0121212,0.2121212,0.5575758000000001,0.2,0.018181799999999998,0.0,游天下,0.5064935,0.49350649999999996,0.016542599999999998,0.0318445,0.06741110000000002,0.054176999999999996,0.031430900000000005,0.051282100000000004,0.0682382,0.0442514,0.0252275,0.07071960000000001,0.0119934,0.0682382,0.0616212,0.06782460000000001,0.05872619999999999,0.0694789,0.0641026,0.070306,0.066584,旅游服务--民宿短租,"Airbnb,蚂蚁短租,途家,小猪短租,木鸟短租,自在客,客栈通,沙发旅行,依依短租,一呆公寓"
1827,0.030781799999999998,0.2473081,0.4967228,0.17333800000000002,0.048338,0.0035111999999999995,猎豹锁屏大师,0.1710438,0.8289562,0.0007761,0.0054847,0.1226425,0.0191447,0.0066359999999999995,0.0002975,0.0155357,0.0056658,0.0034279000000000002,0.1254624,0.0070628,0.1294078,0.020127799999999998,0.1341552,0.0385093,0.0535275,0.12037880000000001,0.1013505,0.090407,移动工具--实用工具,"360锁屏,TV SideView,手机管家,绿色守护,畅WiFi,百度一键root,Wifi 分析仪,16WiFi,WiFi畅游,360优化大师"
1828,0.027591300000000003,0.2147651,0.5667412,0.1640567,0.024608500000000002,0.0022370999999999997,赤兔,0.3424437,0.6575563,0.0141423,0.0397981,0.07155249999999999,0.049944800000000004,0.0316492,0.0206614,0.0717628,0.0387992,0.024814700000000002,0.0731297,0.008569499999999999,0.0718679,0.06650539999999999,0.07155249999999999,0.0601966,0.0714473,0.0714473,0.07149989999999999,0.0706587,人力资源--职业社交,"钉钉,企业微信,脉脉,领英,人脉通,蓝信,263云通信"
1829,0.0248447,0.23913040000000002,0.5403727,0.16149070000000001,0.034161500000000004,0.0,烈火Miao,0.3185185,0.6814815,0.010557299999999999,0.0356003,0.0790572,0.0434569,0.0419838,0.010557299999999999,0.07169160000000001,0.030935400000000005,0.0157132,0.0790572,0.0085932,0.0802848,0.0660447,0.07807510000000001,0.0554874,0.07414680000000001,0.08003930000000001,0.07169160000000001,0.0670268,通讯社交--匿名社交,"同志交友 Jackd,床上社交,BeeTalk 蜜语,秘密,摩擦,请吃饭,柏拉图,友加,秘峰,临时同居"
1830,0.020978999999999998,0.23585509999999998,0.5321043000000001,0.1697394,0.031786400000000006,0.0095359,波奇宠物,0.5723861,0.4276139,0.016861599999999997,0.031320799999999996,0.07030189999999999,0.0548001,0.032318,0.022028799999999998,0.06644910000000001,0.0404768,0.0287372,0.07238689999999999,0.0152298,0.07184299999999999,0.0634122,0.0707551,0.0640015,0.07342939999999999,0.0726135,0.06839819999999999,0.064636,网络购物--垂直电商,"邦购商城,E宠商城,邮乐网,魅力惠,屈臣氏中国,想去,凡客诚品,乐蜂网,珍品网,京致衣橱"
